,Suburb,Address,Type,Method,SellerG,CouncilArea,Regionname,Rooms,Price,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,main_lat,main_lon,Propertycount,Sold_Month,Sold_Year,station,metro_lat,metro_lon,Distance_to_Station
7300,Boronia,271 Scoresby Rd,h,PI,Prof.,Knox City Council,Eastern Metropolitan,5,2020000.0,25.0,3155.0,5.0,3.0,0.0,2735.0,-37.86625,145.26317,9704.0,6.0,2017.0,Boronia,-37.859830999999986,145.28429700000004,1.9873
7301,Boronia,10 Weyburn Rd,h,SP,iTRAK,Knox City Council,Eastern Metropolitan,3,706500.0,25.0,3155.0,3.0,2.0,3.0,723.0,-37.83883,145.28893,9704.0,6.0,2017.0,Bayswater,-37.84186299999999,145.26826700000004,1.8456
7302,Briar Hill,1/3 Campbell Rd,u,S,Morrison,Banyule City Council,Eastern Metropolitan,2,637000.0,16.1,3088.0,2.0,1.0,1.0,318.0,-37.70688,145.11791,1390.0,6.0,2017.0,Greensborough,-37.703981999999996,145.108164,0.9159
7303,Brighton,2/149 Carpenter St,u,S,hockingstuart,Bayside City Council,Southern Metropolitan,3,1336000.0,10.5,3186.0,3.0,2.0,1.0,249.0,-37.90597,145.00208,10579.0,6.0,2017.0,North Brighton,-37.90491599999996,145.00259500000004,0.1256
7304,Brighton,65A Durrant St,h,PI,Biggin,Bayside City Council,Southern Metropolitan,3,1175000.0,10.5,3186.0,3.0,1.0,3.0,284.0,-37.91155,145.00657,10579.0,6.0,2017.0,North Brighton,-37.90491599999996,145.00259500000004,0.8159
7305,Brighton,101 Male St,h,S,RT,Bayside City Council,Southern Metropolitan,3,1935000.0,10.5,3186.0,3.0,2.0,1.0,385.0,-37.91068,145.00394,10579.0,6.0,2017.0,North Brighton,-37.90491599999996,145.00259500000004,0.6517
7306,Brighton,125 Roslyn St,h,SA,Biggin,Bayside City Council,Southern Metropolitan,3,1950000.0,10.5,3186.0,3.0,1.0,2.0,632.0,-37.91677,145.00372,10579.0,6.0,2017.0,Middle Brighton,-37.915134999999964,144.99629900000002,0.6759
7307,Brighton,3 Vaucluse St,h,S,Hodges,Bayside City Council,Southern Metropolitan,4,2250000.0,10.5,3186.0,4.0,2.0,1.0,512.0,-37.9031,144.9938,10579.0,6.0,2017.0,North Brighton,-37.90491599999996,145.00259500000004,0.7976
7308,Brighton,6/76 Whyte St,u,S,Buxton,Bayside City Council,Southern Metropolitan,3,897000.0,10.5,3186.0,3.0,1.0,1.0,164.0,-37.92109,145.00088,10579.0,6.0,2017.0,Middle Brighton,-37.915134999999964,144.99629900000002,0.7746
7309,Brighton East,3 Bown Ct,h,PI,Hodges,Bayside City Council,Southern Metropolitan,5,2000000.0,10.3,3187.0,5.0,3.0,2.0,645.0,-37.91818,145.01513,6938.0,6.0,2017.0,Middle Brighton,-37.915134999999964,144.99629900000002,1.6862
7310,Brunswick,15 Ashmore St,h,SP,Nelson,Moreland City Council,Northern Metropolitan,3,1590000.0,5.2,3056.0,3.0,2.0,1.0,322.0,-37.76316,144.97108,11918.0,6.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,0.9353
7311,Brunswick,326 Barkly St,h,SP,Nelson,Moreland City Council,Northern Metropolitan,3,1435000.0,5.2,3056.0,3.0,2.0,0.0,251.0,-37.77588,144.95736,11918.0,6.0,2017.0,Jewell,-37.77484999999996,144.958749,0.1674
7312,Brunswick,369 Barkly St,h,S,Nelson,Moreland City Council,Northern Metropolitan,2,1315000.0,5.2,3056.0,2.0,1.0,1.0,234.0,-37.77539,144.95576,11918.0,6.0,2017.0,Jewell,-37.77484999999996,144.958749,0.2695
7313,Brunswick,7/37 Blyth St,h,S,Nelson,Moreland City Council,Northern Metropolitan,2,730000.0,5.2,3056.0,2.0,1.0,1.0,134.0,-37.76569,144.9656,11918.0,6.0,2017.0,Brunswick,-37.767944,144.95955800000002,0.5873
7314,Brunswick,18 Boase St,h,PI,Nelson,Moreland City Council,Northern Metropolitan,2,700000.0,5.2,3056.0,2.0,1.0,1.0,61.0,-37.766,144.96076,11918.0,6.0,2017.0,Brunswick,-37.767944,144.95955800000002,0.2406
7315,Brunswick,15 Cooraminta St,h,PI,Nelson,Moreland City Council,Northern Metropolitan,3,1900000.0,5.2,3056.0,3.0,2.0,3.0,372.0,-37.7649,144.96762,11918.0,6.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,0.7046
7316,Brunswick,34A Downs St,h,S,Nelson,Moreland City Council,Northern Metropolitan,2,920000.0,5.2,3056.0,2.0,1.0,1.0,240.0,-37.75697,144.95543,11918.0,6.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.6354
7317,Brunswick,8 Jones St,t,SP,Jellis,Moreland City Council,Northern Metropolitan,2,765000.0,5.2,3056.0,2.0,2.0,1.0,77.0,-37.7617,144.96406,11918.0,6.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,0.3084
7318,Brunswick,102 Mitchell St,h,PI,Woodards,Moreland City Council,Northern Metropolitan,4,1400000.0,5.2,3056.0,4.0,1.0,2.0,678.0,-37.75967,144.97214,11918.0,6.0,2017.0,Anstey,-37.761897999999974,144.96056099999998,1.0476
7319,Brunswick East,271 Edward St,h,S,Nelson,Moreland City Council,Northern Metropolitan,2,1105000.0,4.0,3057.0,2.0,1.0,2.0,173.0,-37.77524,144.97529,5533.0,6.0,2017.0,Jewell,-37.77484999999996,144.958749,1.4545
7320,Brunswick West,408 Moreland Rd,h,SP,Woodards,Moreland City Council,Northern Metropolitan,3,1200000.0,5.2,3055.0,3.0,1.0,1.0,473.0,-37.7535,144.94643,7082.0,6.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,1.3587
7321,Brunswick West,60 Shamrock St,h,S,Jellis,Moreland City Council,Northern Metropolitan,4,1325000.0,5.2,3055.0,4.0,1.0,0.0,465.0,-37.75569,144.95186,7082.0,6.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.8908
7322,Bulleen,41 Lilian St,h,S,Barry,Manningham City Council,Eastern Metropolitan,3,1160000.0,10.8,3105.0,3.0,1.0,1.0,603.0,-37.77173,145.09581,4480.0,6.0,2017.0,Heidelberg,-37.75714899999997,145.060927,3.4686
7323,Bulleen,12 Westwood Dr,h,S,Jellis,Manningham City Council,Eastern Metropolitan,3,1320000.0,10.8,3105.0,3.0,1.0,3.0,902.0,-37.78006,145.10169,4480.0,6.0,2017.0,Heidelberg,-37.75714899999997,145.060927,4.3964
7324,Bundoora,44 Milton Pde,h,S,Barry,Banyule City Council,Northern Metropolitan,3,780000.0,12.1,3083.0,3.0,1.0,1.0,546.0,-37.69388,145.06463,10175.0,6.0,2017.0,Watsonia,-37.71137999999996,145.083389,2.5515
7325,Burwood,5/19 Hughes St,t,PI,hockingstuart,Monash City Council,Southern Metropolitan,4,845000.0,10.4,3125.0,4.0,3.0,2.0,94.0,-37.85213,145.10928,5678.0,6.0,2017.0,Jordanville,-37.873598999999956,145.11208900000008,2.3999
7326,Burwood,2/107 Station St,u,S,Buxton,Monash City Council,Southern Metropolitan,2,700000.0,10.4,3125.0,2.0,1.0,1.0,251.0,-37.84738,145.11997,5678.0,6.0,2017.0,Jordanville,-37.873598999999956,145.11208900000008,2.9964
7327,Burwood East,18 Hale Ct,h,S,Barry,Whitehorse City Council,Eastern Metropolitan,4,1032000.0,14.7,3151.0,4.0,2.0,2.0,599.0,-37.848,145.14165,4048.0,6.0,2017.0,Laburnum,-37.82091499999996,145.14050200000008,3.0134
7328,Cairnlea,2 Woodsdale Ct,h,PI,Sweeney,Brimbank City Council,Western Metropolitan,4,821000.0,14.8,3023.0,4.0,2.0,2.0,638.0,-37.76189,144.78517,2674.0,6.0,2017.0,Ginifer,-37.75758099999996,144.80964300000005,2.2041
7329,Camberwell,64 Glyndon Rd,h,S,Jellis,Boroondara City Council,Southern Metropolitan,4,3050000.0,7.7,3124.0,4.0,2.0,2.0,984.0,-37.84,145.07853,8920.0,6.0,2017.0,Hartwell,-37.843763999999965,145.07541700000002,0.4999
7330,Camberwell,8/101 Wattle Valley Rd,t,S,Marshall,Boroondara City Council,Southern Metropolitan,3,1171000.0,7.7,3124.0,3.0,2.0,2.0,350.0,-37.8356,145.08005,8920.0,6.0,2017.0,Willison,-37.835487,145.07014000000004,0.8704
7331,Canterbury,15 Compton St,h,PI,Noel,Boroondara City Council,Southern Metropolitan,3,2050000.0,8.4,3126.0,3.0,2.0,3.0,779.0,-37.83271,145.08414,3265.0,6.0,2017.0,Canterbury,-37.824703,145.08076900000003,0.9383
7332,Canterbury,2/42 Faversham Rd,u,PI,Fletchers,Boroondara City Council,Southern Metropolitan,2,850000.0,8.4,3126.0,2.0,1.0,1.0,116.0,-37.82012,145.08526,3265.0,6.0,2017.0,Chatham,-37.824276,145.08892300000002,0.5631
7333,Carlton North,535 Station St,h,S,Nelson,Melbourne City Council,Northern Metropolitan,2,1501000.0,3.5,3054.0,2.0,1.0,0.0,152.0,-37.78381,144.97608,3106.0,6.0,2017.0,Rushall,-37.78318299999995,144.99241300000006,1.4371
7334,Carnegie,135 Leila Rd,h,S,hockingstuart,Glen Eira City Council,Southern Metropolitan,3,1570000.0,10.1,3163.0,3.0,2.0,2.0,602.0,-37.90248,145.05943,7822.0,6.0,2017.0,Murrumbeena,-37.890266,145.06733200000008,1.5249
7335,Carnegie,1/52 Leila Rd,u,S,Woodards,Glen Eira City Council,Southern Metropolitan,3,1275000.0,10.1,3163.0,3.0,2.0,2.0,750.0,-37.90092,145.04924,7822.0,6.0,2017.0,Ormond,-37.903606999999965,145.039531,0.9027
7336,Carnegie,163 Oakleigh Rd,h,S,Gary,Glen Eira City Council,Southern Metropolitan,3,1435000.0,10.1,3163.0,3.0,2.0,2.0,430.0,-37.90008,145.06187,7822.0,6.0,2017.0,Murrumbeena,-37.890266,145.06733200000008,1.1919
7337,Carnegie,10 Parton Ct,h,SP,Woodards,Glen Eira City Council,Southern Metropolitan,4,1455000.0,10.1,3163.0,4.0,2.0,2.0,608.0,-37.89106,145.04675,7822.0,6.0,2017.0,Glenhuntly,-37.88912799999997,145.04222000000004,0.4519
7338,Carnegie,1/91 Truganini Rd,u,PI,Ray,Glen Eira City Council,Southern Metropolitan,2,620000.0,10.1,3163.0,2.0,1.0,2.0,158.0,-37.89267,145.05474,7822.0,6.0,2017.0,Carnegie,-37.886236999999994,145.05857600000002,0.7906
7339,Caroline Springs,6 Alma La,h,S,Barry,Melton City Council,Western Metropolitan,3,600000.0,14.8,3023.0,3.0,1.0,3.0,406.0,-37.72484,144.74296,7719.0,6.0,2017.0,Watergardens,-37.700717,144.77386,3.8188
7340,Carrum,18 Church Rd,h,SP,Buxton,Kingston City Council,South-Eastern Metropolitan,4,965000.0,31.2,3197.0,4.0,1.0,3.0,1000.0,-38.07921,145.12761,1989.0,6.0,2017.0,Carrum,-38.07593699999995,145.122653,0.5663
7341,Carrum,14 Parkside Bvd,u,S,Buxton,Kingston City Council,South-Eastern Metropolitan,2,529000.0,31.2,3197.0,2.0,1.0,1.0,199.0,-38.07938,145.13227,1989.0,6.0,2017.0,Carrum,-38.07593699999995,145.122653,0.9247
7342,Carrum,5 Rigby St,h,S,Ray,Kingston City Council,South-Eastern Metropolitan,3,881000.0,31.2,3197.0,3.0,1.0,2.0,538.0,-38.07405,145.13211,1989.0,6.0,2017.0,Carrum,-38.07593699999995,145.122653,0.854
7343,Carrum,3 Walkers Rd,h,PI,Buxton,Kingston City Council,South-Eastern Metropolitan,4,845000.0,31.2,3197.0,4.0,2.0,2.0,633.0,-38.0781,145.12429,1989.0,6.0,2017.0,Carrum,-38.07593699999995,145.122653,0.28
7344,Chadstone,8 Bosco St,h,PI,McGrath,Monash City Council,Southern Metropolitan,3,1080000.0,11.7,3148.0,3.0,1.0,1.0,588.0,-37.88246,145.10046,3582.0,6.0,2017.0,Holmesglen,-37.874292999999966,145.091183,1.2197
7345,Chadstone,3/3 Inga Ct,h,S,Buxton,Monash City Council,Southern Metropolitan,2,674000.0,11.7,3148.0,2.0,1.0,1.0,218.0,-37.88093,145.10574,3582.0,6.0,2017.0,Jordanville,-37.873598999999956,145.11208900000008,0.9874
7346,Chelsea,5/11 Bath St,u,PI,hockingstuart,Kingston City Council,South-Eastern Metropolitan,2,525000.0,27.0,3196.0,2.0,1.0,1.0,506.0,-38.05304,145.1151,3906.0,6.0,2017.0,Chelsea,-38.05239499999999,145.11623100000008,0.1223
7347,Chelsea,30 Mulkarra Dr,h,S,Ray,Kingston City Council,South-Eastern Metropolitan,3,840000.0,27.0,3196.0,3.0,2.0,2.0,534.0,-38.04683,145.1261,3906.0,6.0,2017.0,Chelsea,-38.05239499999999,145.11623100000008,1.0629
7348,Cheltenham,1/31 Cavanagh St,t,S,Ray,Bayside City Council,Southern Metropolitan,2,745000.0,17.9,3192.0,2.0,1.0,2.0,359.0,-37.96342,145.06516,9758.0,6.0,2017.0,Cheltenham,-37.966943999999955,145.05477200000007,0.9914
7349,Cheltenham,19 Shipston Rd,h,S,O'Brien,Bayside City Council,Southern Metropolitan,3,1240000.0,17.9,3192.0,3.0,1.0,4.0,605.0,-37.97161,145.07036,9758.0,6.0,2017.0,Mentone,-37.98197499999998,145.06524000000002,1.2368
7350,Clayton,18 Renver Rd,h,SA,Buxton,Monash City Council,South-Eastern Metropolitan,3,1300000.0,16.7,3168.0,3.0,1.0,2.0,725.0,-37.91865,145.14341,5837.0,6.0,2017.0,Clayton,-37.92470199999997,145.12056700000005,2.1137
7351,Clifton Hill,12 Stan St,h,PI,hockingstuart,Yarra City Council,Northern Metropolitan,2,700000.0,3.6,3068.0,2.0,2.0,1.0,533.0,-37.79443,144.9995,2954.0,6.0,2017.0,Victoria Park,-37.79938099999998,144.99440700000002,0.7095
7352,Coburg,40A Gladstone St,h,S,Jellis,Darebin City Council,Northern Metropolitan,3,880000.0,6.7,3058.0,3.0,2.0,1.0,229.0,-37.74524,144.9754,11204.0,6.0,2017.0,Coburg,-37.742411000000004,144.963347,1.1055
7353,Coburg,17 Lobb St,h,S,Brad,Darebin City Council,Northern Metropolitan,4,1525000.0,6.7,3058.0,4.0,2.0,2.0,604.0,-37.73975,144.9651,11204.0,6.0,2017.0,Coburg,-37.742411000000004,144.963347,0.3336
7354,Coburg,1/185 Moreland Rd,t,SP,Nelson,Darebin City Council,Northern Metropolitan,3,690000.0,6.7,3058.0,3.0,1.0,1.0,64.0,-37.75535,144.96481,11204.0,6.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.2835
7355,Coburg,11 Rolls St,h,S,Woodards,Darebin City Council,Northern Metropolitan,2,960000.0,6.7,3058.0,2.0,1.0,3.0,398.0,-37.74966,144.9682,11204.0,6.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,0.7635
7356,Coburg,44 Saunders St,h,S,Raine,Darebin City Council,Northern Metropolitan,3,1600000.0,6.7,3058.0,3.0,2.0,2.0,737.0,-37.75107,144.95112,11204.0,6.0,2017.0,Moreland,-37.75434199999995,144.96184800000003,1.0109
7357,Coburg,61 Soudan St,h,SP,Nelson,Darebin City Council,Northern Metropolitan,3,1157000.0,6.7,3058.0,3.0,1.0,1.0,480.0,-37.73894,144.95067,11204.0,6.0,2017.0,Coburg,-37.742411000000004,144.963347,1.1796
7358,Coburg,7 Wellington St,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,867000.0,6.7,3058.0,2.0,1.0,1.0,208.0,-37.74373,144.95783,11204.0,6.0,2017.0,Coburg,-37.742411000000004,144.963347,0.5068
7359,Coburg North,4 Blanche Ct,h,S,Brad,Darebin City Council,Northern Metropolitan,3,690000.0,6.7,3058.0,3.0,1.0,2.0,479.0,-37.73251,144.98178,3445.0,6.0,2017.0,Batman,-37.73345899999998,144.96274700000004,1.6771
7360,Coburg North,7 Danthonia St,h,PI,Nelson,Darebin City Council,Northern Metropolitan,4,850000.0,6.7,3058.0,4.0,2.0,2.0,300.0,-37.7296,144.97988,3445.0,6.0,2017.0,Batman,-37.73345899999998,144.96274700000004,1.5666
7361,Coburg North,19 Golf Rd,h,PI,Nelson,Darebin City Council,Northern Metropolitan,2,700000.0,6.7,3058.0,2.0,1.0,1.0,303.0,-37.73285,144.97274,3445.0,6.0,2017.0,Batman,-37.73345899999998,144.96274700000004,0.8814
7362,Collingwood,226/3 Hoddle St,u,S,Raine,Yarra City Council,Northern Metropolitan,2,561000.0,2.0,3066.0,2.0,2.0,2.0,3701.0,-37.80896,144.9911,4553.0,6.0,2017.0,North Richmond,-37.81007599999998,144.99255600000004,0.1782
7363,Collingwood,24 Mater St,h,SP,Jellis,Yarra City Council,Northern Metropolitan,2,1025000.0,2.0,3066.0,3.0,2.0,1.0,108.0,-37.79531,144.9863,4553.0,6.0,2017.0,Victoria Park,-37.79938099999998,144.99440700000002,0.844
7364,Craigieburn,2 Benston St,h,S,@Realty,Hume City Council,Northern Metropolitan,4,725000.0,20.6,3064.0,4.0,2.0,3.0,854.0,-37.59908,144.93954,15510.0,6.0,2017.0,Craigieburn,-37.602716999999984,144.94301200000007,0.5071
7365,Craigieburn,195 Newbury Bvd,h,S,Ray,Hume City Council,Northern Metropolitan,4,667000.0,20.6,3064.0,4.0,2.0,2.0,480.0,-37.57201,144.90897,15510.0,6.0,2017.0,Craigieburn,-37.602716999999984,144.94301200000007,4.5449
7366,Croydon,32 Allendale Rd,h,S,Philip,Maroondah City Council,Eastern Metropolitan,3,877500.0,23.0,3136.0,3.0,2.0,1.0,979.0,-37.7917,145.29665,11925.0,6.0,2017.0,Croydon,-37.79575399999999,145.27988400000004,1.5406
7367,Dandenong,8 Trende St,h,S,Ray,Greater Dandenong City Council,South-Eastern Metropolitan,3,678000.0,24.7,3175.0,3.0,1.0,2.0,624.0,-37.97806,145.20432,10894.0,6.0,2017.0,Yarraman,-37.97814699999998,145.19175200000006,1.1016
7368,Dandenong North,7 Fletcher Rd,h,S,C21,Greater Dandenong City Council,South-Eastern Metropolitan,3,595000.0,24.7,3175.0,3.0,1.0,1.0,530.0,-37.96006,145.22094,8322.0,6.0,2017.0,Yarraman,-37.97814699999998,145.19175200000006,3.2544
7369,Dandenong North,1/4 Rhoden Ct,u,SP,Barry,Greater Dandenong City Council,South-Eastern Metropolitan,2,305000.0,24.7,3175.0,2.0,1.0,1.0,141.0,-37.95431,145.20899,8322.0,6.0,2017.0,Yarraman,-37.97814699999998,145.19175200000006,3.0511
7370,Dingley Village,138 Howard Rd,h,S,Buxton,Kingston City Council,South-Eastern Metropolitan,3,816000.0,22.2,3172.0,3.0,2.0,2.0,533.0,-37.986,145.12035,3940.0,6.0,2017.0,Mordialloc,-38.006508,145.08755400000007,3.6687
7371,Doncaster,33 Clay Dr,h,SP,Barry,Manningham City Council,Eastern Metropolitan,4,2600000.0,12.4,3108.0,4.0,4.0,2.0,1072.0,-37.79094,145.12733,9028.0,6.0,2017.0,Box Hill,-37.81927399999995,145.1218,3.1878
7372,Doncaster,192 George St,h,SA,Ray,Manningham City Council,Eastern Metropolitan,3,1285000.0,12.4,3108.0,3.0,1.0,2.0,645.0,-37.77969,145.14033,9028.0,6.0,2017.0,Blackburn,-37.82015799999999,145.15019700000005,4.5826
7373,Doncaster,21 Hampshire Rd,h,SP,Woodards,Manningham City Council,Eastern Metropolitan,3,1360000.0,12.4,3108.0,3.0,1.0,2.0,647.0,-37.79436,145.13869,9028.0,6.0,2017.0,Laburnum,-37.82091499999996,145.14050200000008,2.9571
7374,Doncaster,34 Henry St,h,PI,Barry,Manningham City Council,Eastern Metropolitan,5,1600000.0,12.4,3108.0,5.0,2.0,2.0,757.0,-37.77536,145.13163,9028.0,6.0,2017.0,Box Hill,-37.81927399999995,145.1218,4.9588
7375,Doncaster,128 High St,h,S,Jellis,Manningham City Council,Eastern Metropolitan,5,1370000.0,12.4,3108.0,5.0,2.0,2.0,768.0,-37.77934,145.11344,9028.0,6.0,2017.0,Box Hill,-37.81927399999995,145.1218,4.5008
7376,Doncaster East,7 Daphne St,h,S,Jellis,Manningham City Council,Eastern Metropolitan,4,1760000.0,14.3,3109.0,4.0,4.0,2.0,651.0,-37.78535,145.14536,10999.0,6.0,2017.0,Blackburn,-37.82015799999999,145.15019700000005,3.8937
7377,Doncaster East,11 Huntingfield Dr,h,S,Jellis,Manningham City Council,Eastern Metropolitan,4,1662000.0,14.3,3109.0,4.0,2.0,2.0,785.0,-37.7738,145.16712,10999.0,6.0,2017.0,Nunawading,-37.820719999999994,145.174174,5.254
7378,Doveton,24 Betula St,h,SP,O'Brien,Casey City Council,South-Eastern Metropolitan,3,545000.0,28.8,3177.0,3.0,1.0,1.0,700.0,-37.99095,145.2316,3533.0,6.0,2017.0,Dandenong,-37.989934000000005,145.20963900000004,1.9278
7379,Elsternwick,6/26 Parkside St,u,SP,Gary,Glen Eira City Council,Southern Metropolitan,2,975000.0,7.2,3185.0,2.0,1.0,1.0,1764.0,-37.8879,145.01198,4898.0,6.0,2017.0,Elsternwick,-37.88484799999998,145.00097300000004,1.0238
7380,Eltham,6 Grove St,h,S,Morrison,Banyule City Council,Eastern Metropolitan,4,975000.0,18.0,3095.0,4.0,1.0,2.0,1005.0,-37.71119,145.15333,6990.0,6.0,2017.0,Eltham,-37.713438,145.14772600000003,0.5527
7381,Eltham,87 Silver St,h,S,Morrison,Banyule City Council,Eastern Metropolitan,3,842000.0,18.0,3095.0,3.0,1.0,1.0,960.0,-37.709,145.14131,6990.0,6.0,2017.0,Eltham,-37.713438,145.14772600000003,0.7497
7382,Elwood,4/193 Brighton Rd,u,S,McGrath,Port Phillip City Council,Southern Metropolitan,2,480000.0,7.2,3184.0,2.0,1.0,1.0,1210.0,-37.8785,144.99316,8989.0,6.0,2017.0,Ripponlea,-37.875923,144.995226,0.3391
7383,Elwood,108/35 Ormond Rd,u,VB,Chisholm,Port Phillip City Council,Southern Metropolitan,1,420000.0,7.2,3184.0,1.0,1.0,1.0,1192.0,-37.88306,144.9841,8989.0,6.0,2017.0,Ripponlea,-37.875923,144.995226,1.2583
7384,Elwood,3/44 Wave St,u,SP,Chisholm,Port Phillip City Council,Southern Metropolitan,2,695500.0,7.2,3184.0,2.0,1.0,1.0,887.0,-37.88349,144.98699,8989.0,6.0,2017.0,Ripponlea,-37.875923,144.995226,1.1093
7385,Epping,11 Grimwade Ct,h,S,R&H,Whittlesea City Council,Northern Metropolitan,3,540000.0,19.6,3076.0,3.0,1.0,4.0,699.0,-37.65105,145.04613,10926.0,6.0,2017.0,Epping,-37.65301699999998,145.02860700000008,1.5581
7386,Epping,6 Letchworth Pl,h,S,Harcourts,Whittlesea City Council,Northern Metropolitan,3,620000.0,19.6,3076.0,3.0,1.0,2.0,606.0,-37.64954,145.03648,10926.0,6.0,2017.0,Epping,-37.65301699999998,145.02860700000008,0.7937
7387,Epping,124 Northumberland Dr,h,S,Harcourts,Whittlesea City Council,Northern Metropolitan,4,598000.0,19.6,3076.0,3.0,2.0,3.0,558.0,-37.64262,145.0407,10926.0,6.0,2017.0,Epping,-37.65301699999998,145.02860700000008,1.5717
7388,Epping,52 Shields St,h,S,Harcourts,Whittlesea City Council,Northern Metropolitan,4,650000.0,19.6,3076.0,4.0,2.0,2.0,469.0,-37.6248,145.01032,10926.0,6.0,2017.0,Epping,-37.65301699999998,145.02860700000008,3.5266
7389,Essendon,1/143 Bradshaw St,u,S,Brad,Moonee Valley City Council,Western Metropolitan,2,762000.0,7.5,3040.0,2.0,1.0,1.0,195.0,-37.74125,144.89502,9264.0,6.0,2017.0,Glenbervie,-37.747187,144.920932,2.3721
7390,Essendon,48 Fitzgerald Rd,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,3,900000.0,7.5,3040.0,3.0,1.0,1.0,324.0,-37.7525,144.90417,9264.0,6.0,2017.0,Essendon,-37.75600799999995,144.916198,1.1271
7391,Essendon,27 Miller St,h,S,Rendina,Moonee Valley City Council,Western Metropolitan,3,1320000.0,7.5,3040.0,3.0,2.0,1.0,276.0,-37.75126,144.89558,9264.0,6.0,2017.0,Essendon,-37.75600799999995,144.916198,1.888
7392,Essendon,1/10 Schofield St,u,S,Nelson,Moonee Valley City Council,Western Metropolitan,3,786000.0,7.5,3040.0,3.0,2.0,1.0,138.0,-37.75284,144.90975,9264.0,6.0,2017.0,Essendon,-37.75600799999995,144.916198,0.6674
7393,Essendon,35 Washington St,h,S,Brad,Moonee Valley City Council,Western Metropolitan,5,2210000.0,7.5,3040.0,5.0,3.0,2.0,590.0,-37.75511,144.90935,9264.0,6.0,2017.0,Essendon,-37.75600799999995,144.916198,0.6103
7394,Essendon,9 Washington St,h,S,Brad,Moonee Valley City Council,Western Metropolitan,3,1520000.0,7.5,3040.0,3.0,2.0,1.0,321.0,-37.7537858,144.9098337,9264.0,6.0,2017.0,Essendon,-37.75600799999995,144.916198,0.6117
7395,Fairfield,13 Darling St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1200000.0,5.7,3078.0,3.0,1.0,2.0,440.0,-37.77558,145.02451,2970.0,6.0,2017.0,Alphington,-37.77839599999999,145.031251,0.6701
7396,Fawkner,108 Argyle St,h,S,Nelson,Hume City Council,Northern Metropolitan,3,700000.0,13.1,3060.0,3.0,2.0,2.0,400.0,-37.71693,144.96527,5070.0,6.0,2017.0,Fawkner,-37.71468199999998,144.96055,0.4846
7397,Fawkner,42 Denys St,h,S,Ray,Hume City Council,Northern Metropolitan,3,712000.0,13.1,3060.0,3.0,1.0,2.0,603.0,-37.70037,144.97007,5070.0,6.0,2017.0,Gowrie,-37.700751999999966,144.95887900000002,0.9855
7398,Fawkner,16 Lynch Rd,h,S,hockingstuart,Hume City Council,Northern Metropolitan,3,775000.0,13.1,3060.0,3.0,1.0,2.0,621.0,-37.71193,144.974,5070.0,6.0,2017.0,Fawkner,-37.71468199999998,144.96055,1.2221
7399,Fawkner,66 Queens Pde,h,S,Brad,Hume City Council,Northern Metropolitan,4,821000.0,13.1,3060.0,4.0,1.0,1.0,687.0,-37.71881,144.96527,5070.0,6.0,2017.0,Merlynston,-37.72093699999999,144.96131200000002,0.4209
7400,Ferntree Gully,32 Elton Rd,h,S,Harcourts,Knox City Council,Eastern Metropolitan,3,663500.0,24.8,3156.0,3.0,1.0,2.0,736.0,-37.88909,145.26935,10788.0,6.0,2017.0,Ferntree Gully,-37.88159299999995,145.29517099999998,2.4145
7401,Ferntree Gully,41 Trafalgar St,h,S,Harcourts,Knox City Council,Eastern Metropolitan,3,805000.0,24.8,3156.0,3.0,1.0,2.0,1008.0,-37.89879,145.28866,10788.0,6.0,2017.0,Upper Ferntree Gully,-37.89264799999995,145.30747000000008,1.7862
7402,Flemington,23 Waltham St,h,S,hockingstuart,Melbourne City Council,Northern Metropolitan,4,1290000.0,3.4,3031.0,4.0,2.0,0.0,202.0,-37.78358,144.92927,3593.0,6.0,2017.0,Newmarket,-37.78690499999999,144.92888600000003,0.3713
7403,Flemington,36 Wellington St,h,S,Nelson,Melbourne City Council,Northern Metropolitan,4,2268000.0,3.4,3031.0,4.0,2.0,2.0,616.0,-37.78474,144.9322,3593.0,6.0,2017.0,Newmarket,-37.78690499999999,144.92888600000003,0.3778
7404,Footscray,1 Swallow La,u,S,Rendina,Maribyrnong City Council,Western Metropolitan,3,605000.0,5.1,3011.0,3.0,1.0,2.0,4096.0,-37.8021,144.9075,7570.0,6.0,2017.0,Footscray,-37.801694999999995,144.902378,0.4523
7405,Forest Hill,42 Sandon Cct,u,S,McGrath,Whitehorse City Council,Eastern Metropolitan,3,764000.0,15.4,3131.0,3.0,2.0,1.0,258.0,-37.83592,145.16819,4385.0,6.0,2017.0,Nunawading,-37.820719999999994,145.174174,1.77
